source,record_id,issue_type,field,value,detail
Google Places,ChIJb4AULgDDhkcR0RpTWlqViY8,low_review_count,review_count,4,Review count is below 20; ratings are less reliable.
Google Places,ChIJb4K12324hkcRsyMuBYTGJoY,low_review_count,review_count,11,Review count is below 20; ratings are less reliable.
Google Places,ChIJb4zXQADBhkcR-8S9v7QyENQ,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJb62bMwDBhkcR3rmN1-hGK1Y,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJb62bMwDBhkcR3rmN1-hGK1Y,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJb7TqegDHhkcRlqcxvUpmiOE,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJb7TqegDHhkcRlqcxvUpmiOE,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJb7juA6TGhkcRHecs20wRtCQ,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJb7juA6TGhkcRHecs20wRtCQ,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJb8Jof9vDhkcRgMgnKYQCQtk,low_review_count,review_count,18,Review count is below 20; ratings are less reliable.
Google Places,ChIJb9A_vyXEhkcR4diWi_vhFlE,low_review_count,review_count,13,Review count is below 20; ratings are less reliable.
Google Places,ChIJb9S5IaXGhkcR3RwsIu2fdIg,low_review_count,review_count,15,Review count is below 20; ratings are less reliable.
Google Places,ChIJbQPIr6rGhkcR7uitWMU4NRM,low_review_count,review_count,13,Review count is below 20; ratings are less reliable.
Google Places,ChIJbQ_OzDTEhkcRqlynL7fc0ZM,low_review_count,review_count,13,Review count is below 20; ratings are less reliable.
Google Places,ChIJbSpg3hTDhkcR-d7fwSM0wE8,low_review_count,review_count,7,Review count is below 20; ratings are less reliable.
Google Places,ChIJbUkw-PDHhkcRMbQI75Xt4Eg,low_review_count,review_count,6,Review count is below 20; ratings are less reliable.
Google Places,ChIJbXicskvBhkcRasY41zjBe6U,low_review_count,review_count,4,Review count is below 20; ratings are less reliable.
Google Places,ChIJbZcJFQDHhkcR9knzOekaCyg,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJbZcJFQDHhkcR9knzOekaCyg,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJb_YvfkrBhkcRdvOiVziyODc,low_review_count,review_count,2,Review count is below 20; ratings are less reliable.
Google Places,ChIJba4kbQHDhkcRVW3SOaGK8Nw,low_review_count,review_count,3,Review count is below 20; ratings are less reliable.
Google Places,ChIJbaA-4bbGhkcRO7yyCSBv4vY,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJbaA-4bbGhkcRO7yyCSBv4vY,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJbavYek7DhkcR6jbvmhi7ST0,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJbavYek7DhkcR6jbvmhi7ST0,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJbbdOpgTBhkcR1elLGW5z4l8,low_review_count,review_count,13,Review count is below 20; ratings are less reliable.
Google Places,ChIJbbwVJFvHhkcRwPnqCD7QsV4,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJbbwVJFvHhkcRwPnqCD7QsV4,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJbc3E4FXHhkcRmaHAN5-UbkU,low_review_count,review_count,2,Review count is below 20; ratings are less reliable.
Google Places,ChIJbdv3PYrBhkcRlDu0bSQsEio,low_review_count,review_count,2,Review count is below 20; ratings are less reliable.
Google Places,ChIJbf4V513DhkcRW0wBO8tZYsM,low_review_count,review_count,9,Review count is below 20; ratings are less reliable.
Google Places,ChIJbfQzx_jHhkcRWow2kqx1cqg,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJbfQzx_jHhkcRWow2kqx1cqg,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJbwE0OQDHhkcRX0epcQe8RZY,low_review_count,review_count,18,Review count is below 20; ratings are less reliable.
Google Places,ChIJbwunUOu_hkcRsAq0glkTRYk,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJbzPlXQHHhkcRo2e8SCpE-OI,low_review_count,review_count,12,Review count is below 20; ratings are less reliable.
Google Places,ChIJc-7E0NTFhkcRad_huHgML_A,low_review_count,review_count,14,Review count is below 20; ratings are less reliable.
Google Places,ChIJc-KXwS_ChkcRCogrnx6U8Ts,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJc0cwZADDhkcRJ_49n8as9nA,low_review_count,review_count,3,Review count is below 20; ratings are less reliable.
Google Places,ChIJc0lF-iXBhkcRrk4cuU9CkIU,low_review_count,review_count,13,Review count is below 20; ratings are less reliable.
Google Places,ChIJc3TOS83DhkcR_xzimspJ60Q,low_review_count,review_count,6,Review count is below 20; ratings are less reliable.
Google Places,ChIJc3UGEADHhkcRB2PS0RPKYHU,low_review_count,review_count,10,Review count is below 20; ratings are less reliable.
Google Places,ChIJc3Vs0XHBhkcRm6MQ3UIW21g,low_review_count,review_count,4,Review count is below 20; ratings are less reliable.
Google Places,ChIJc3_qNgDHhkcRsHk9oVSh0Ts,low_review_count,review_count,11,Review count is below 20; ratings are less reliable.
Google Places,ChIJc3tyOVHFhkcRMYB2fDCO_bM,low_review_count,review_count,19,Review count is below 20; ratings are less reliable.
Google Places,ChIJc4cAu5XBhkcRZh9ofAenfFQ,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJc4cAu5XBhkcRZh9ofAenfFQ,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJc4vD9aPGhkcRVpXt_pzOijA,low_review_count,review_count,11,Review count is below 20; ratings are less reliable.
Google Places,ChIJc5siLJfAhkcRB4Rgzh1fDew,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJc5z4NQDHhkcRUJMIgPQJjzU,low_review_count,review_count,5,Review count is below 20; ratings are less reliable.
Google Places,ChIJc6BnrH3HhkcRI1XxvFYPMAY,low_review_count,review_count,14,Review count is below 20; ratings are less reliable.
Google Places,ChIJc7HUAQDBhkcRvq9EuZYwYf0,low_review_count,review_count,6,Review count is below 20; ratings are less reliable.
Google Places,ChIJc8Ecuu_BhkcRFWDbg9-eEXs,low_review_count,review_count,18,Review count is below 20; ratings are less reliable.
Google Places,ChIJc8k5ahzEhkcRFYigQbKyNV4,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJc8k5ahzEhkcRFYigQbKyNV4,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJcSZWXwDBhkcRfOrW5kxxQHQ,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJcSZWXwDBhkcRfOrW5kxxQHQ,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJcU9ZPwDFhkcRAPCvV4Z6o2M,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJcU9ZPwDFhkcRAPCvV4Z6o2M,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJcUUCT_HChkcRq6RNyaD4jcE,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJcUlmUADFhkcRVdJJF8DGjL8,low_review_count,review_count,18,Review count is below 20; ratings are less reliable.
Google Places,ChIJcV53rNLGhkcROO7YSsd1CWs,low_review_count,review_count,2,Review count is below 20; ratings are less reliable.
Google Places,ChIJcVES2KrDhkcRcWK5Ik-K9C0,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJcVES2KrDhkcRcWK5Ik-K9C0,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJcYDg0a7bhkcRAzyAwpWjIPw,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJcYDg0a7bhkcRAzyAwpWjIPw,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJcYNDfVXBhkcRd_MLMHpCZhM,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJcYNDfVXBhkcRd_MLMHpCZhM,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJcYPHTRnBhkcROHeVD4EcIfI,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJcYPHTRnBhkcROHeVD4EcIfI,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJcYlqnZHBhkcR1szmQNTypTU,low_review_count,review_count,2,Review count is below 20; ratings are less reliable.
Google Places,ChIJcZDoLNjDhkcR4rQCsj2Ywg0,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJcZKf1w3BhkcRPQN4JDTbAso,low_review_count,review_count,6,Review count is below 20; ratings are less reliable.
Google Places,ChIJcZU9_mHHhkcRGD7JEr6nQak,low_review_count,review_count,9,Review count is below 20; ratings are less reliable.
Google Places,ChIJc_0iw1vBhkcRdTGaDDG2C2M,low_review_count,review_count,12,Review count is below 20; ratings are less reliable.
Google Places,ChIJc_57KwDBhkcRise4qHz8ZiI,low_review_count,review_count,6,Review count is below 20; ratings are less reliable.
Google Places,ChIJcbKt0AbFhkcRli6fEQy7FZA,low_review_count,review_count,13,Review count is below 20; ratings are less reliable.
Google Places,ChIJccBjnETHhkcRTe3h4kJbMmk,low_review_count,review_count,5,Review count is below 20; ratings are less reliable.
Google Places,ChIJccCiOdLGhkcRgOgZylZBfnc,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJccrsFgDHhkcRO2txC3D0KE0,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJccrsFgDHhkcRO2txC3D0KE0,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJceEmIADDhkcR7A6sGsX7Low,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJceEmIADDhkcR7A6sGsX7Low,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJceVZwCLChkcRBj5kfIA_dFs,low_review_count,review_count,2,Review count is below 20; ratings are less reliable.
Google Places,ChIJcwGAF3fEhkcRSN-fdKUwYVI,low_review_count,review_count,5,Review count is below 20; ratings are less reliable.
Google Places,ChIJcwnFXYfGhkcRyfjMz24Mwwk,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJcwo3JgDHhkcRKeSI0mSmQ5M,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJcwo3JgDHhkcRKeSI0mSmQ5M,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJcwu1s4_DhkcR1o3eGlDwJcg,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJcx0TnwnBhkcR0BB2Cy43U4o,low_review_count,review_count,9,Review count is below 20; ratings are less reliable.
Google Places,ChIJcxLyE4jFhkcRLuEd_rNbep4,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJcxS7ClnHhkcRPp-KyUhJDOY,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJcy4KHVfphkcRtpw84AsaJPc,low_review_count,review_count,11,Review count is below 20; ratings are less reliable.
Google Places,ChIJczO3KwDBhkcR-A8gtbSKS1c,low_review_count,review_count,2,Review count is below 20; ratings are less reliable.
Google Places,ChIJd-JQuXvHhkcRgqpJPLZR7x4,low_review_count,review_count,5,Review count is below 20; ratings are less reliable.
Google Places,ChIJd-LS4YLDhkcR2SQcIhFkz_Q,low_review_count,review_count,19,Review count is below 20; ratings are less reliable.
Google Places,ChIJd-wMkx3AhkcRgo0MnKopwY0,low_review_count,review_count,4,Review count is below 20; ratings are less reliable.
Google Places,ChIJd1H3z8bbhkcR926eWDopckw,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJd2DvHBrEhkcR_LP8DHYVcfo,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJd2MSYADHhkcRWCgLvqjh9CQ,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJd2MSYADHhkcRWCgLvqjh9CQ,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJd5WDwdXHhkcRwqVSu63oRNc,low_review_count,review_count,10,Review count is below 20; ratings are less reliable.
Google Places,ChIJd5ldoVTBhkcRuX7Qw3ixpXQ,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJd5ldoVTBhkcRuX7Qw3ixpXQ,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJd5xVGv7GhkcRiAkAAWdi00I,low_review_count,review_count,3,Review count is below 20; ratings are less reliable.
Google Places,ChIJd65eOBHHhkcRzfqbkQnsakI,low_review_count,review_count,2,Review count is below 20; ratings are less reliable.
Google Places,ChIJd6JFfgDBhkcRV20OXja0yuk,low_review_count,review_count,2,Review count is below 20; ratings are less reliable.
